month,county,sales_volume,median_price,vol_prev_year,med_prev_year,yoy_sales_volume,yoy_median_price
2011-07-01,WINDSOR AND MAIDENHEAD,192,330000.0,209,297500.0,-0.08133971291866028,0.1092436974789916
2011-07-01,WOKINGHAM,218,295000.0,221,250000.0,-0.013574660633484163,0.18
2011-07-01,WORCESTERSHIRE,654,171750.0,694,180000.0,-0.05763688760806916,-0.04583333333333333
2011-07-01,WREKIN,150,151247.5,175,142000.0,-0.14285714285714285,0.06512323943661971
2011-07-01,WREXHAM,107,127950.0,111,135000.0,-0.036036036036036036,-0.052222222222222225
2011-07-01,YORK,299,170000.0,319,181850.0,-0.06269592476489028,-0.06516359637063514
2011-08-01,BATH AND NORTH EAST SOMERSET,249,245000.0,240,237000.0,0.0375,0.03375527426160337
2011-08-01,BEDFORD,242,190000.0,201,200000.0,0.20398009950248755,-0.05
2011-08-01,BLACKBURN WITH DARWEN,99,98950.0,127,110000.0,-0.2204724409448819,-0.10045454545454545
2011-08-01,BLACKPOOL,171,95000.0,123,105000.0,0.3902439024390244,-0.09523809523809523
2011-08-01,BLAENAU GWENT,46,79975.0,40,78144.5,0.15,0.023424553231513413
2011-08-01,BOURNEMOUTH,317,205000.0,274,203000.0,0.15693430656934307,0.009852216748768473
2011-08-01,BRACKNELL FOREST,150,227500.0,145,228000.0,0.034482758620689655,-0.0021929824561403508
2011-08-01,BRIDGEND,141,119000.0,118,130000.0,0.19491525423728814,-0.08461538461538462
2011-08-01,BRIGHTON AND HOVE,463,245000.0,449,245000.0,0.031180400890868598,0.0
2011-08-01,BUCKINGHAMSHIRE,664,295000.0,742,276500.0,-0.10512129380053908,0.06690777576853527
2011-08-01,CAERPHILLY,147,112500.0,148,107000.0,-0.006756756756756757,0.0514018691588785
2011-08-01,CAMBRIDGESHIRE,935,200000.0,857,223000.0,0.09101516919486581,-0.1031390134529148
2011-08-01,CARDIFF,472,164975.0,395,170000.0,0.1949367088607595,-0.029558823529411766
2011-08-01,CARMARTHENSHIRE,146,125000.0,153,130000.0,-0.0457516339869281,-0.038461538461538464
2011-08-01,CENTRAL BEDFORDSHIRE,409,198000.0,371,190000.0,0.10242587601078167,0.042105263157894736
2011-08-01,CEREDIGION,70,180000.0,69,178000.0,0.014492753623188406,0.011235955056179775
2011-08-01,CHESHIRE EAST,474,178975.0,440,192500.0,0.07727272727272727,-0.07025974025974026
2011-08-01,CHESHIRE WEST AND CHESTER,314,158775.0,335,177850.0,-0.0626865671641791,-0.10725330334551589
2011-08-01,CITY OF BRISTOL,549,170000.0,563,177500.0,-0.02486678507992895,-0.04225352112676056
2011-08-01,CITY OF DERBY,274,129475.0,244,131000.0,0.12295081967213115,-0.011641221374045801
2011-08-01,CITY OF KINGSTON UPON HULL,200,90000.0,201,87950.0,-0.004975124378109453,0.023308698123934053
2011-08-01,CITY OF NOTTINGHAM,278,99475.0,259,112000.0,0.07335907335907337,-0.11183035714285715
2011-08-01,CITY OF PETERBOROUGH,200,130000.0,139,132000.0,0.43884892086330934,-0.015151515151515152
2011-08-01,CITY OF PLYMOUTH,316,146000.0,320,140000.0,-0.0125,0.04285714285714286
2011-08-01,CONWY,107,158000.0,116,148500.0,-0.07758620689655173,0.06397306397306397
2011-08-01,CORNWALL,711,189500.0,681,195000.0,0.04405286343612335,-0.028205128205128206
2011-08-01,COUNTY DURHAM,483,103000.0,465,115000.0,0.03870967741935484,-0.10434782608695652
2011-08-01,CUMBRIA,645,145000.0,597,155000.0,0.08040201005025126,-0.06451612903225806
2011-08-01,DARLINGTON,119,120000.0,109,125000.0,0.09174311926605505,-0.04
2011-08-01,DENBIGHSHIRE,110,132975.0,106,135500.0,0.03773584905660377,-0.01863468634686347
2011-08-01,DERBYSHIRE,861,137000.0,906,139950.0,-0.04966887417218543,-0.021078956770275097
2011-08-01,DEVON,1105,200000.0,1161,210000.0,-0.04823428079242033,-0.047619047619047616
2011-08-01,DORSET,665,235000.0,605,240000.0,0.09917355371900827,-0.020833333333333332
2011-08-01,EAST RIDING OF YORKSHIRE,437,149950.0,399,152000.0,0.09523809523809523,-0.013486842105263158
2011-08-01,EAST SUSSEX,909,200000.0,743,204000.0,0.2234185733512786,-0.0196078431372549
2011-08-01,ESSEX,1900,205750.0,1886,207500.0,0.007423117709437964,-0.008433734939759036
2011-08-01,FLINTSHIRE,145,145000.0,107,139000.0,0.35514018691588783,0.04316546762589928
2011-08-01,GLOUCESTERSHIRE,820,185000.0,818,207500.0,0.0024449877750611247,-0.10843373493975904
2011-08-01,GREATER LONDON,9074,305000.0,8649,300000.0,0.049138628743207305,0.016666666666666666
2011-08-01,GREATER MANCHESTER,2326,125000.0,2402,130000.0,-0.03164029975020816,-0.038461538461538464
2011-08-01,GWYNEDD,123,140000.0,110,128000.0,0.11818181818181818,0.09375
2011-08-01,HALTON,70,112250.0,93,121800.0,-0.24731182795698925,-0.0784072249589491
2011-08-01,HAMPSHIRE,1823,230000.0,1843,232500.0,-0.010851871947911014,-0.010752688172043012
2011-08-01,HARTLEPOOL,65,90000.0,63,91000.0,0.031746031746031744,-0.01098901098901099
2011-08-01,HEREFORDSHIRE,225,185000.0,207,190000.0,0.08695652173913043,-0.02631578947368421
2011-08-01,HERTFORDSHIRE,1568,250000.0,1502,250000.0,0.043941411451398134,0.0
2011-08-01,ISLE OF ANGLESEY,69,155000.0,63,159000.0,0.09523809523809523,-0.025157232704402517
2011-08-01,ISLE OF WIGHT,237,170000.0,193,175000.0,0.22797927461139897,-0.02857142857142857
2011-08-01,ISLES OF SCILLY,2,467500.0,1,183000.0,1.0,1.5546448087431695
2011-08-01,KENT,1905,198000.0,1953,205000.0,-0.02457757296466974,-0.03414634146341464
2011-08-01,LANCASHIRE,1234,130000.0,1226,137750.0,0.0065252854812398045,-0.056261343012704176
2011-08-01,LEICESTER,247,125500.0,250,125000.0,-0.012,0.004
2011-08-01,LEICESTERSHIRE,822,155000.0,751,163000.0,0.09454061251664447,-0.049079754601226995
2011-08-01,LINCOLNSHIRE,979,140000.0,829,139950.0,0.18094089264173704,0.0003572704537334762
2011-08-01,LUTON,195,155000.0,142,147000.0,0.3732394366197183,0.05442176870748299
2011-08-01,MEDWAY,280,150000.0,251,158000.0,0.11553784860557768,-0.05063291139240506
2011-08-01,MERSEYSIDE,1125,124950.0,1097,120000.0,0.02552415679124886,0.04125
2011-08-01,MERTHYR TYDFIL,45,87000.0,46,87750.0,-0.021739130434782608,-0.008547008547008548
2011-08-01,MIDDLESBROUGH,134,99950.0,134,106000.0,0.0,-0.05707547169811321
2011-08-01,MILTON KEYNES,322,183500.0,285,193000.0,0.12982456140350876,-0.04922279792746114
2011-08-01,MONMOUTHSHIRE,109,190000.0,110,197475.0,-0.00909090909090909,-0.037852892771236865
2011-08-01,NEATH PORT TALBOT,131,98000.0,109,90000.0,0.2018348623853211,0.08888888888888889
2011-08-01,NEWPORT,123,125000.0,99,124950.0,0.24242424242424243,0.00040016006402561027
2011-08-01,NORFOLK,1319,160000.0,1138,164125.0,0.15905096660808435,-0.02513328255902513
2011-08-01,NORTH EAST LINCOLNSHIRE,187,115000.0,155,121000.0,0.2064516129032258,-0.049586776859504134
2011-08-01,NORTH LINCOLNSHIRE,177,122000.0,172,120000.0,0.029069767441860465,0.016666666666666666
2011-08-01,NORTH SOMERSET,283,186000.0,251,187500.0,0.12749003984063745,-0.008
2011-08-01,NORTH YORKSHIRE,805,194450.0,739,185000.0,0.08930987821380243,0.05108108108108108
2011-08-01,NORTHAMPTONSHIRE,848,146760.0,794,153500.0,0.06801007556675064,-0.043908794788273614
2011-08-01,NORTHUMBERLAND,305,124950.0,363,154000.0,-0.15977961432506887,-0.18863636363636363
2011-08-01,NOTTINGHAMSHIRE,1020,130000.0,901,140875.0,0.1320754716981132,-0.0771960958296362
2011-08-01,OXFORDSHIRE,895,250000.0,890,249995.0,0.0056179775280898875,2.000040000800016e-05
2011-08-01,PEMBROKESHIRE,106,155500.0,97,167000.0,0.09278350515463918,-0.0688622754491018
2011-08-01,POOLE,232,211000.0,230,202000.0,0.008695652173913044,0.04455445544554455
2011-08-01,PORTSMOUTH,212,147500.0,227,152500.0,-0.06607929515418502,-0.03278688524590164
2011-08-01,POWYS,102,168000.0,120,165750.0,-0.15,0.013574660633484163
2011-08-01,READING,203,188500.0,206,209250.0,-0.014563106796116505,-0.0991636798088411
2011-08-01,REDCAR AND CLEVELAND,148,120000.0,112,116750.0,0.32142857142857145,0.027837259100642397
2011-08-01,RHONDDA CYNON TAFF,247,78947.0,207,85500.0,0.1932367149758454,-0.07664327485380117
2011-08-01,RUTLAND,45,210000.0,50,240000.0,-0.1,-0.125
2011-08-01,SHROPSHIRE,286,171000.0,315,176500.0,-0.09206349206349207,-0.031161473087818695
2011-08-01,SLOUGH,102,197500.0,108,194500.0,-0.05555555555555555,0.015424164524421594
2011-08-01,SOMERSET,786,178000.0,722,187750.0,0.0886426592797784,-0.05193075898801598
2011-08-01,SOUTH GLOUCESTERSHIRE,320,179000.0,282,189000.0,0.1347517730496454,-0.05291005291005291
2011-08-01,SOUTH YORKSHIRE,1296,120000.0,1045,120000.0,0.24019138755980862,0.0
2011-08-01,SOUTHAMPTON,252,165000.0,251,167500.0,0.00398406374501992,-0.014925373134328358
2011-08-01,SOUTHEND-ON-SEA,243,180000.0,233,179995.0,0.04291845493562232,2.7778549404150115e-05
2011-08-01,STAFFORDSHIRE,737,140000.0,749,150000.0,-0.01602136181575434,-0.06666666666666667
2011-08-01,STOCKTON-ON-TEES,197,129545.0,201,135000.0,-0.01990049751243781,-0.040407407407407406
2011-08-01,STOKE-ON-TRENT,186,89997.5,173,81000.0,0.07514450867052024,0.11108024691358025
2011-08-01,SUFFOLK,1055,172000.0,1002,180000.0,0.05289421157684631,-0.044444444444444446
2011-08-01,SURREY,1795,310000.0,1726,310500.0,0.03997682502896872,-0.001610305958132045
2011-08-01,SWANSEA,238,131250.0,212,132000.0,0.12264150943396226,-0.005681818181818182
2011-08-01,SWINDON,234,154750.0,238,150000.0,-0.01680672268907563,0.03166666666666667
2011-08-01,THE VALE OF GLAMORGAN,135,172500.0,141,185000.0,-0.0425531914893617,-0.06756756756756757
2011-08-01,THURROCK,165,166000.0,173,178000.0,-0.046242774566473986,-0.06741573033707865
2011-08-01,TORBAY,191,172500.0,188,172250.0,0.015957446808510637,0.001451378809869376
2011-08-01,TORFAEN,70,119500.0,54,110000.0,0.2962962962962963,0.08636363636363636
2011-08-01,TYNE AND WEAR,1006,120000.0,906,128750.0,0.11037527593818984,-0.06796116504854369
2011-08-01,WARRINGTON,176,146475.0,204,153875.0,-0.13725490196078433,-0.04809098294069862
2011-08-01,WARWICKSHIRE,757,180000.0,661,185000.0,0.14523449319213314,-0.02702702702702703
2011-08-01,WEST BERKSHIRE,235,238000.0,179,265000.0,0.3128491620111732,-0.1018867924528302
2011-08-01,WEST MIDLANDS,2294,128000.0,2308,131000.0,-0.006065857885615251,-0.022900763358778626
2011-08-01,WEST SUSSEX,1213,227000.0,1236,242747.5,-0.0186084142394822,-0.06487193482940092
2011-08-01,WEST YORKSHIRE,2075,131000.0,1987,137000.0,0.04428787116255662,-0.043795620437956206
2011-08-01,WILTSHIRE,665,210000.0,608,205000.0,0.09375,0.024390243902439025
2011-08-01,WINDSOR AND MAIDENHEAD,200,367750.0,218,359950.0,-0.08256880733944955,0.02166967634393666
2011-08-01,WOKINGHAM,253,275000.0,213,272000.0,0.18779342723004694,0.011029411764705883
2011-08-01,WORCESTERSHIRE,695,179000.0,666,184975.0,0.04354354354354354,-0.03230166238680903
2011-08-01,WREKIN,129,138000.0,130,130500.0,-0.007692307692307693,0.05747126436781609
2011-08-01,WREXHAM,88,129000.0,113,140000.0,-0.22123893805309736,-0.07857142857142857
2011-08-01,YORK,285,189950.0,268,177500.0,0.06343283582089553,0.07014084507042254
2011-09-01,BATH AND NORTH EAST SOMERSET,222,228500.0,215,245000.0,0.03255813953488372,-0.0673469387755102
2011-09-01,BEDFORD,229,180000.0,167,180000.0,0.3712574850299401,0.0
2011-09-01,BLACKBURN WITH DARWEN,117,110000.0,96,88000.0,0.21875,0.25
2011-09-01,BLACKPOOL,138,105000.0,115,105000.0,0.2,0.0
2011-09-01,BLAENAU GWENT,59,72250.0,45,67500.0,0.3111111111111111,0.07037037037037037
2011-09-01,BOURNEMOUTH,282,193650.0,271,213000.0,0.04059040590405904,-0.09084507042253522
2011-09-01,BRACKNELL FOREST,145,220000.0,142,249974.5,0.02112676056338028,-0.11991023084354605
2011-09-01,BRIDGEND,136,131500.0,124,129000.0,0.0967741935483871,0.01937984496124031
2011-09-01,BRIGHTON AND HOVE,448,239975.0,411,250000.0,0.09002433090024331,-0.0401
2011-09-01,BUCKINGHAMSHIRE,682,277750.0,688,272000.0,-0.00872093023255814,0.021139705882352942
2011-09-01,CAERPHILLY,146,110000.0,137,115000.0,0.06569343065693431,-0.043478260869565216
2011-09-01,CAMBRIDGESHIRE,919,195000.0,756,202497.5,0.2156084656084656,-0.037025148458622946
2011-09-01,CARDIFF,368,151750.0,382,166350.0,-0.03664921465968586,-0.08776675683799219
2011-09-01,CARMARTHENSHIRE,149,123500.0,134,123997.0,0.11194029850746269,-0.00400816148777793
2011-09-01,CENTRAL BEDFORDSHIRE,370,200000.0,331,192500.0,0.11782477341389729,0.03896103896103896
2011-09-01,CEREDIGION,68,160000.0,60,175500.0,0.13333333333333333,-0.08831908831908832
2011-09-01,CHESHIRE EAST,451,162000.0,438,185000.0,0.02968036529680365,-0.12432432432432433
2011-09-01,CHESHIRE WEST AND CHESTER,354,152750.0,264,166000.0,0.3409090909090909,-0.07981927710843373
2011-09-01,CITY OF BRISTOL,519,165500.0,521,176000.0,-0.003838771593090211,-0.05965909090909091
2011-09-01,CITY OF DERBY,285,118000.0,228,125000.0,0.25,-0.056
2011-09-01,CITY OF KINGSTON UPON HULL,236,93750.0,206,90000.0,0.14563106796116504,0.041666666666666664
2011-09-01,CITY OF NOTTINGHAM,277,100500.0,272,100000.0,0.01838235294117647,0.005
2011-09-01,CITY OF PETERBOROUGH,196,129995.0,158,150500.0,0.24050632911392406,-0.13624584717607974
2011-09-01,CITY OF PLYMOUTH,314,145000.0,272,146750.0,0.15441176470588236,-0.01192504258943782
2011-09-01,CONWY,166,140000.0,109,155000.0,0.5229357798165137,-0.0967741935483871
2011-09-01,CORNWALL,762,185000.0,695,185000.0,0.09640287769784173,0.0
2011-09-01,COUNTY DURHAM,504,99995.0,472,104450.0,0.06779661016949153,-0.042651986596457636
2011-09-01,CUMBRIA,625,133500.0,538,142750.0,0.16171003717472118,-0.0647985989492119
2011-09-01,DARLINGTON,121,117500.0,104,133200.0,0.16346153846153846,-0.11786786786786786
2011-09-01,DENBIGHSHIRE,82,120000.0,90,149000.0,-0.08888888888888889,-0.19463087248322147
2011-09-01,DERBYSHIRE,825,131000.0,746,135000.0,0.10589812332439678,-0.02962962962962963
2011-09-01,DEVON,1088,199972.5,1041,195000.0,0.04514889529298751,0.0255
2011-09-01,DORSET,629,235000.0,597,242000.0,0.05360134003350084,-0.028925619834710745
2011-09-01,EAST RIDING OF YORKSHIRE,460,145000.0,421,147000.0,0.09263657957244656,-0.013605442176870748
2011-09-01,EAST SUSSEX,811,210000.0,753,212000.0,0.07702523240371846,-0.009433962264150943
2011-09-01,ESSEX,1797,200000.0,1603,215000.0,0.12102308172177167,-0.06976744186046512
2011-09-01,FLINTSHIRE,141,128000.0,102,134250.0,0.38235294117647056,-0.04655493482309125
2011-09-01,GLOUCESTERSHIRE,811,185000.0,794,197125.0,0.021410579345088162,-0.061509194673430564
2011-09-01,GREATER LONDON,8798,300000.0,8285,293000.0,0.06191913095956548,0.023890784982935155
2011-09-01,GREATER MANCHESTER,2500,125000.0,2256,125000.0,0.10815602836879433,0.0
2011-09-01,GWYNEDD,120,148500.0,127,150000.0,-0.05511811023622047,-0.01
2011-09-01,HALTON,110,133500.0,72,142000.0,0.5277777777777778,-0.05985915492957746
2011-09-01,HAMPSHIRE,1823,225000.0,1685,234000.0,0.08189910979228486,-0.038461538461538464
2011-09-01,HARTLEPOOL,91,99995.0,68,120500.0,0.3382352941176471,-0.17016597510373443
2011-09-01,HEREFORDSHIRE,192,179500.0,187,187500.0,0.026737967914438502,-0.042666666666666665
2011-09-01,HERTFORDSHIRE,1544,250000.0,1423,250000.0,0.08503162333099086,0.0
2011-09-01,ISLE OF ANGLESEY,75,139000.0,56,140000.0,0.3392857142857143,-0.007142857142857143
2011-09-01,ISLE OF WIGHT,206,168000.0,195,190000.0,0.05641025641025641,-0.11578947368421053
2011-09-01,ISLES OF SCILLY,1,495000.0,2,357500.0,-0.5,0.38461538461538464
2011-09-01,KENT,1975,190000.0,1726,202500.0,0.14426419466975665,-0.06172839506172839
2011-09-01,LANCASHIRE,1241,125000.0,1122,132500.0,0.10606060606060606,-0.05660377358490566
2011-09-01,LEICESTER,235,121000.0,252,120000.0,-0.06746031746031746,0.008333333333333333
2011-09-01,LEICESTERSHIRE,801,157950.0,634,156000.0,0.2634069400630915,0.0125
2011-09-01,LINCOLNSHIRE,908,130000.0,819,140000.0,0.10866910866910867,-0.07142857142857142
2011-09-01,LUTON,159,150000.0,143,152000.0,0.11188811188811189,-0.013157894736842105
2011-09-01,MEDWAY,326,152750.0,272,154500.0,0.19852941176470587,-0.011326860841423949
2011-09-01,MERSEYSIDE,1107,125000.0,961,129950.0,0.15192507804370448,-0.03809157368218546
2011-09-01,MERTHYR TYDFIL,37,84950.0,41,90000.0,-0.0975609756097561,-0.05611111111111111
2011-09-01,MIDDLESBROUGH,122,109772.5,128,111250.0,-0.046875,-0.013280898876404495
2011-09-01,MILTON KEYNES,346,180250.0,284,180000.0,0.21830985915492956,0.001388888888888889
2011-09-01,MONMOUTHSHIRE,94,193500.0,86,206250.0,0.09302325581395349,-0.06181818181818182
2011-09-01,NEATH PORT TALBOT,130,103997.5,117,97000.0,0.1111111111111111,0.07213917525773196
2011-09-01,NEWPORT,133,140000.0,102,134500.0,0.30392156862745096,0.040892193308550186
2011-09-01,NORFOLK,1192,160000.0,1064,164000.0,0.12030075187969924,-0.024390243902439025
2011-09-01,NORTH EAST LINCOLNSHIRE,170,110000.0,148,111000.0,0.14864864864864866,-0.009009009009009009
2011-09-01,NORTH LINCOLNSHIRE,179,110000.0,144,124225.0,0.24305555555555555,-0.11450996176293017
2011-09-01,NORTH SOMERSET,307,181000.0,272,192000.0,0.12867647058823528,-0.057291666666666664
2011-09-01,NORTH YORKSHIRE,761,175000.0,711,186500.0,0.07032348804500703,-0.06166219839142091
2011-09-01,NORTHAMPTONSHIRE,800,152500.0,812,144500.0,-0.014778325123152709,0.05536332179930796
2011-09-01,NORTHUMBERLAND,338,130500.0,311,142500.0,0.08681672025723473,-0.08421052631578947
2011-09-01,NOTTINGHAMSHIRE,940,135000.0,758,135000.0,0.24010554089709762,0.0
2011-09-01,OXFORDSHIRE,886,249999.5,837,247500.0,0.05854241338112306,0.010098989898989899
2011-09-01,PEMBROKESHIRE,110,157250.0,122,168750.0,-0.09836065573770492,-0.06814814814814815
2011-09-01,POOLE,222,218000.0,225,214000.0,-0.013333333333333334,0.018691588785046728
2011-09-01,PORTSMOUTH,229,154500.0,183,150000.0,0.25136612021857924,0.03
2011-09-01,POWYS,125,162500.0,105,172000.0,0.19047619047619047,-0.055232558139534885
2011-09-01,READING,185,186000.0,201,197250.0,-0.07960199004975124,-0.057034220532319393
2011-09-01,REDCAR AND CLEVELAND,133,112000.0,99,123000.0,0.3434343434343434,-0.08943089430894309
2011-09-01,RHONDDA CYNON TAFF,216,95000.0,197,92000.0,0.09644670050761421,0.03260869565217391
2011-09-01,RUTLAND,51,207000.0,41,247500.0,0.24390243902439024,-0.16363636363636364
2011-09-01,SHROPSHIRE,332,175000.0,327,190000.0,0.01529051987767584,-0.07894736842105263
2011-09-01,SLOUGH,112,189000.0,103,192500.0,0.08737864077669903,-0.01818181818181818
2011-09-01,SOMERSET,711,175000.0,667,181000.0,0.06596701649175413,-0.03314917127071823
2011-09-01,SOUTH GLOUCESTERSHIRE,332,180500.0,286,188497.5,0.16083916083916083,-0.042427618403427104
2011-09-01,SOUTH YORKSHIRE,1159,116000.0,1090,120000.0,0.06330275229357799,-0.03333333333333333
2011-09-01,SOUTHAMPTON,248,150000.0,203,163200.0,0.22167487684729065,-0.08088235294117647
2011-09-01,SOUTHEND-ON-SEA,256,184250.0,228,189125.0,0.12280701754385964,-0.025776602775941838
2011-09-01,STAFFORDSHIRE,836,143500.0,700,155000.0,0.19428571428571428,-0.07419354838709677
2011-09-01,STOCKTON-ON-TEES,212,123000.0,177,125000.0,0.1977401129943503,-0.016
2011-09-01,STOKE-ON-TRENT,217,89000.0,204,92750.0,0.06372549019607843,-0.04043126684636118
2011-09-01,SUFFOLK,1030,168875.0,918,172500.0,0.12200435729847495,-0.021014492753623187
2011-09-01,SURREY,1737,310000.0,1575,302000.0,0.10285714285714286,0.026490066225165563
2011-09-01,SWANSEA,196,135000.0,190,132847.5,0.031578947368421054,0.01620278891209846
2011-09-01,SWINDON,312,158975.0,219,165000.0,0.4246575342465753,-0.036515151515151514
2011-09-01,THE VALE OF GLAMORGAN,166,167000.0,90,170750.0,0.8444444444444444,-0.021961932650073207
2011-09-01,THURROCK,151,169000.0,156,165000.0,-0.03205128205128205,0.024242424242424242
2011-09-01,TORBAY,208,160500.0,166,159500.0,0.25301204819277107,0.006269592476489028
2011-09-01,TORFAEN,76,118475.0,65,116000.0,0.16923076923076924,0.021336206896551725
2011-09-01,TYNE AND WEAR,1088,119950.0,900,130000.0,0.2088888888888889,-0.07730769230769231
2011-09-01,WARRINGTON,207,160000.0,188,150000.0,0.10106382978723404,0.06666666666666667
2011-09-01,WARWICKSHIRE,677,189950.0,668,178000.0,0.01347305389221557,0.06713483146067416
2011-09-01,WEST BERKSHIRE,202,247500.0,169,243500.0,0.1952662721893491,0.01642710472279261
2011-09-01,WEST MIDLANDS,2337,129500.0,2145,130000.0,0.08951048951048951,-0.0038461538461538464
2011-09-01,WEST SUSSEX,1298,228000.0,1119,230000.0,0.15996425379803395,-0.008695652173913044
2011-09-01,WEST YORKSHIRE,2074,128000.0,1872,132750.0,0.10790598290598291,-0.035781544256120526
2011-09-01,WILTSHIRE,618,220000.0,609,202000.0,0.014778325123152709,0.0891089108910891
2011-09-01,WINDSOR AND MAIDENHEAD,166,345000.0,185,352500.0,-0.10270270270270271,-0.02127659574468085
2011-09-01,WOKINGHAM,211,286000.0,179,295000.0,0.1787709497206704,-0.030508474576271188
2011-09-01,WORCESTERSHIRE,647,173000.0,565,177950.0,0.14513274336283186,-0.027816802472604665
2011-09-01,WREKIN,178,132250.0,139,135000.0,0.2805755395683453,-0.020370370370370372
2011-09-01,WREXHAM,109,140000.0,101,129000.0,0.07920792079207921,0.08527131782945736
2011-09-01,YORK,291,186400.0,232,172250.0,0.2543103448275862,0.08214804063860667
2011-10-01,BATH AND NORTH EAST SOMERSET,197,220000.0,245,245000.0,-0.19591836734693877,-0.10204081632653061
2011-10-01,BEDFORD,201,175000.0,206,178000.0,-0.024271844660194174,-0.016853932584269662
2011-10-01,BLACKBURN WITH DARWEN,104,102000.0,130,85000.0,-0.2,0.2
2011-10-01,BLACKPOOL,161,97000.0,140,101000.0,0.15,-0.039603960396039604
2011-10-01,BLAENAU GWENT,52,78000.0,55,79000.0,-0.05454545454545454,-0.012658227848101266
2011-10-01,BOURNEMOUTH,275,189000.0,250,208000.0,0.1,-0.09134615384615384
2011-10-01,BRACKNELL FOREST,116,248475.0,152,245000.0,-0.23684210526315788,0.014183673469387755
2011-10-01,BRIDGEND,121,117000.0,153,120000.0,-0.20915032679738563,-0.025
2011-10-01,BRIGHTON AND HOVE,385,239000.0,359,249950.0,0.07242339832869081,-0.04380876175235047
2011-10-01,BUCKINGHAMSHIRE,623,281000.0,599,275000.0,0.04006677796327212,0.02181818181818182
2011-10-01,CAERPHILLY,124,106500.0,145,100000.0,-0.14482758620689656,0.065
2011-10-01,CAMBRIDGESHIRE,788,203750.0,785,205000.0,0.003821656050955414,-0.006097560975609756
2011-10-01,CARDIFF,360,166250.0,341,161950.0,0.05571847507331378,0.026551404754553875
2011-10-01,CARMARTHENSHIRE,168,120530.0,162,125000.0,0.037037037037037035,-0.03576
2011-10-01,CENTRAL BEDFORDSHIRE,323,196000.0,335,210000.0,-0.03582089552238806,-0.06666666666666667
2011-10-01,CEREDIGION,48,152500.0,72,163750.0,-0.3333333333333333,-0.06870229007633588
2011-10-01,CHESHIRE EAST,408,180000.0,413,179000.0,-0.012106537530266344,0.00558659217877095
2011-10-01,CHESHIRE WEST AND CHESTER,288,156500.0,263,165000.0,0.09505703422053231,-0.051515151515151514
2011-10-01,CITY OF BRISTOL,533,175000.0,522,178475.0,0.0210727969348659,-0.019470514077601905
2011-10-01,CITY OF DERBY,233,122000.0,234,129975.0,-0.004273504273504274,-0.06135795345258704
2011-10-01,CITY OF KINGSTON UPON HULL,178,82500.0,191,85000.0,-0.06806282722513089,-0.029411764705882353
2011-10-01,CITY OF NOTTINGHAM,227,99500.0,267,108000.0,-0.149812734082397,-0.0787037037037037
2011-10-01,CITY OF PETERBOROUGH,208,131500.0,190,133000.0,0.09473684210526316,-0.011278195488721804
2011-10-01,CITY OF PLYMOUTH,264,141750.0,279,142000.0,-0.053763440860215055,-0.0017605633802816902
2011-10-01,CONWY,141,145000.0,118,155850.0,0.19491525423728814,-0.06961822264998396
2011-10-01,CORNWALL,673,185000.0,692,195000.0,-0.02745664739884393,-0.05128205128205128
2011-10-01,COUNTY DURHAM,438,98000.0,459,105000.0,-0.0457516339869281,-0.06666666666666667
2011-10-01,CUMBRIA,538,135000.0,592,142250.0,-0.09121621621621621,-0.050966608084358524
2011-10-01,DARLINGTON,99,125000.0,112,135000.0,-0.11607142857142858,-0.07407407407407407
2011-10-01,DENBIGHSHIRE,81,135000.0,103,125000.0,-0.21359223300970873,0.08
2011-10-01,DERBYSHIRE,750,132250.0,849,145000.0,-0.1166077738515901,-0.08793103448275862
2011-10-01,DEVON,1093,192000.0,1087,200000.0,0.005519779208831647,-0.04
2011-10-01,DORSET,572,236000.0,509,240000.0,0.1237721021611002,-0.016666666666666666
2011-10-01,EAST RIDING OF YORKSHIRE,364,140000.0,389,140000.0,-0.06426735218508997,0.0
2011-10-01,EAST SUSSEX,690,200000.0,721,215000.0,-0.04299583911234397,-0.06976744186046512
2011-10-01,ESSEX,1712,195799.5,1781,205000.0,-0.03874227961819203,-0.04488048780487805
2011-10-01,FLINTSHIRE,110,154225.0,127,138000.0,-0.13385826771653545,0.11757246376811595
2011-10-01,GLOUCESTERSHIRE,691,185000.0,811,180000.0,-0.14796547472256474,0.027777777777777776
2011-10-01,GREATER LONDON,7938,293037.5,7945,290000.0,-0.000881057268722467,0.010474137931034484
2011-10-01,GREATER MANCHESTER,2249,123000.0,2357,125000.0,-0.04582095884599067,-0.016
2011-10-01,GWYNEDD,140,129194.0,118,125000.0,0.1864406779661017,0.033552
2011-10-01,HALTON,76,120000.0,83,116995.0,-0.08433734939759036,0.025684858327278945
2011-10-01,HAMPSHIRE,1531,222000.0,1620,225000.0,-0.05493827160493827,-0.013333333333333334
2011-10-01,HARTLEPOOL,74,98475.0,74,100997.5,0.0,-0.024975865739250973
2011-10-01,HEREFORDSHIRE,204,185000.0,206,191500.0,-0.009708737864077669,-0.033942558746736295
2011-10-01,HERTFORDSHIRE,1384,245000.0,1399,249995.0,-0.010721944245889922,-0.01998039960799216
2011-10-01,ISLE OF ANGLESEY,63,155000.0,73,165000.0,-0.136986301369863,-0.06060606060606061
2011-10-01,ISLE OF WIGHT,220,182605.0,199,176500.0,0.10552763819095477,0.03458923512747875
